,Song_name,pearl-jam
240,seven oclock   ,
241,the fixer   ,"""Yeah, hey, hey When somethings dark, let me shed a little light on it When somethings cold, let me put a little fire on it If somethings old, I wanna put a bit of shine on it When somethings gone, I wanna fight to get it back again"", ""yeah, yeah, yeah, yeah, fight to get it back again yeah, yeah, yeah, yeah, yeah"", ""When somethings broke, I wanna put a bit of fixin on it When somethings bored, I wanna put a little exciting on it If somethings low, I wanna put a little high on it When somethings lost, I wanna fight to get it back again"", ""yeah, yeah, yeah, yeah, fight to get it back again yeah, yeah, yeah, yeah, yeah"", ""When signals cross, I wanna put a little straight on it If theres no love, I wanna try to love again"", ""I'll say your prayers, I'll take your side I'll find us a way to make light I'll dig your grave, we'll dance and sing What's saved could be one last lifetime"", ""hey, hey, hey yeah, yeah, yeah, yeah, fight to get it back again yeah, yeah, yeah, yeah fight to get it back again, yeah, yeah, yeah fight to get it back again, yeah, yeah, yeah yeah, yeah, yeah, yeah, yeah"""
242,help help   ,"""Tell me what I wanna hear This shit's too good to be true My dear"", ""Tell me lies Tell me lies, tell me Tell me lies, tell me"", ""Help me, help me, help me Help me, help me, help me"", ""Storybook keeps from hurting me You see Shell of the man from the sea"", ""Tell me lies Tell me lies, tell me Tell me lies, tell me"", ""Tell me why Tell me why, tell me Tell me why, tell me"", ""Tell me lies Tell me lies, tell me Tell me lies, tell me"", ""Help me, help me, help me Help me, help me, help me"", ""Reservoir of hate and fear Invisible, in repair A hundred thieves cast a spell This is hell"", ""Help me, help me, help me Help me, help me, help me"", ""The man they call my enemy, I've seen his eyes He looks just like me, a mirror The more you read, we've been deceived Everyday it becomes clearer"", ""Clearer, clearer Clearer, clearer Clearer, clearer"", ""Not my enemy No, not my enemy Don't speak for me No, not my enemy"""
243,saying no   ,"""he say to her he wants it easy he expects her to be easy he wants it to be easy but she says no, she says no i don't want to She says no, she says no, i don't want to he expects it too, e-easy"", ""but she says stop, you gotta stop when he says go, you still gotta stop when she says stop, you gotta stop when he says go, you still gotta stop (last two lines x3)"", ""he wants it, he wants it so badly he wants, he wants it but she says no, she says no she says: go to hell if thats all you want me for and she says no"", ""when she says no, you gotta stop when he says go, you still gotta stop when she says no, you gotta stop when he says go, you still gotta stop"", ""she did nothing to deserve it he just wants, he wants to observ it we sit back like they tought us keep quiet like they tought us he does nothin'to remove it he's just as hurt cause he wants to prove it we sit back like they tougt us keep quiet, just like they tought us he just wants, he wants to prove it he just hurt, she wont remove it we sit back like they tought us like they tuoght us, like they tought us..."""
244,gonna see my friend   ,"""Do you wanna hear something sick? We are but victims of desire I'm gonna shake this thing I wanna shake this pain before I retire"", ""I'm gonna see my friend,. I'm gonna see my friend make it go away I'm sick of everything,. I'm gonna see my friend make it go away"", ""Buona sera, won't be long before we all walk off the wire I'm gonna see my friend,. I'm gonna see my friend for what I require"", ""Buona sera, cut my quick Don't want my flame to get no higher"", ""I'm gonna see my friend,. I'm gonna see my friend,. make it go away I'm sick of everything,. I'm gonna see my friend,. make it go away I'm gonna see my friend,. I'm gonna see my friend,. make it go away"", ""Wanna leave it all Wanna give it up Wanna see it, gone once & for all"", ""Wanna feel withdrawal Want an overhaul Wanna be there, hard as a statue Black as a tattoo, never to wash away"", ""Gonna take me an astral plane I'm gonna tunnel through denial I'm gonna shake this thing I wanna shake this pain 'for I retire"", ""I'm gonna see my friend,. I'm gonna see my friend,. make it go away I'm sick of everything,. I'm gonna see my friend,. make it go away I'm gonna see my friend,. I'm gonna see my friend,. make it go away"""
245,all the way   ,
246,25 minutes to go   ,"""They're buildin' the gallows outside my cell I got 25 minutes to go"", ""And in 25 minutes I'll be in Hell I got 24 minutes to go"", ""Well, they give me some beans for my last meal 23 Minutes to go"", ""And you know... nobody asked me how I feel I got 22 minutes to go"", ""So, I wrote to the Governor... the whole damned bunch Ahhh... 21 minutes to go"", ""And I call up the Mayor, and you know he's out to lunch I got 20 more minutes to go"", ""Well, the Sheriff says, \""Boy, I wanna watch you die\"" With 19 Minutes to go"", ""So I spit in his face... and I kick him in the eye I got 18 minutes to go"", ""Well... I call out to the Warden to take my plea With 17 Minute to go"", ""He says, \""Call me back in a week or three You've got 16 minutes to go.\"""", ""Well, my lawyer says he's sorry that he missed my case Oh... 15 minutes to go"", ""Well if you're so sorry, come up and take my place With 14 minutes to go"", ""Well, now here comes the padre he's gonna set me free With 13 minutes to go"", ""And he's talkin'about burnin', well I feel so fucking cold I got 12 more minutes to go"", ""Now they're testin'the trap. It chills my spine I got 11 minutes to go"", ""'Cuz the goddamned thing seems to work just fine I got 10 more minutes to go"", ""I'm waitin'for the pardon... gonna set me free With 9 more minutes to go"", ""But this ain't the movies, so to hell with me With 8 more minutes to go"", ""Now I'm climbin up the ladder with a scaffold peg With 7 more minutes to go"", ""I've better watch my step or I'll break my leg I got 6 more minutes to go"", ""Yeah... with my feet on the trap and my head in the noose... I got 5 more minutes to go"", ""Well, c'mon someone and cut me loose I got 4 more minutes to go"", ""I can see the mountains. I can see the sky With 3 more minutes to go"", ""And it's too damned pretty for a man to wanna die With 2 more minutes to go"", ""I can hear the buzzards... and I see the crows With 1 More minute to go"", ""And now I'm swingin'and here I gooooooooo..."""
247,im open   ,"""A man lies in his bed in a room with no door. He waits hoping for a presence, something, anything, to enter. After spending half his life searching, he still felt as blank as the ceiling at which he stared. He is alive, but feels absolutely nothing. So is he? When he was six, he believed that the moon overhead followed him. By nine, he had deciphered the illusion, trading magic for fact. No trade backs. So this is what it's like to be an adult. If he only knew now what he knew then."", ""I'm open. I'm open. Come on in, come on in. Come on in, come on in. I'm open. I'm open. Come on in, come on in. Come on in, come on in."", ""Lying sideways atop crumpled sheets with no covers. He decides to dream, dream up a new self for himself."""
248,porch   ,"""What the fuck is this world? Running to, you didn't Leave a message, at least I Could have heard your voice one last time Daily minefield, this could Be my time by you Would you hit me? Would you hit me?"", ""Oh Oh, ow"", ""All the bills go by, and Initiatives are taken up By the middle There ain't gonna be any middle any more And the cross I'm bearing home Ain't indicative of my place Left the porch Left the porch, oh, oh"", ""Hear my name Take a good look This could be the day Hold my hand Walk beside me I just need to say"", ""Hear my name Take a good look This could be the day Hold my hand Lie beside me I just need to say I could not take Uh, just one day I know that I would not ever touch you, Hold you, feel you in my arms ever again Hey Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah"""
249,glorified g   ,"""glorified g"", ""Got a gun, fact I got two That's O.K. man, cuz I love god Glorified version of a pellet gun Feels so manly, when armed Glorified version of a pellet gun (4x)"", ""Double think, dumb is strength Never shot at a living thing Glorified version of a pellet gun Feels so manly, when armed Glorified version of a pellet gun (3x) Glorified version of a..."", ""Always keep it loaded (3x)"", ""Kindred to be an American..."", ""Life comes... I can feel your heart... Ooh... life comes... I can feel your heart through your neck... Life comes... I can feel your heart through your neck... Like some... I can steal your heart form your neck..."", ""Glorified... glorified..."""
250,trouble   ,"""Trouble, oh trouble set me free I have seen your face and its too much for me today Trouble, oh trouble cant you see You're eating my heart away, and theirs nothing much left of me"", ""I've drunk your wine You have made your world mine so won't you be fair oh won't you be fair"", ""I don't want no more of you So won't you be kind to me And let me go there I have to go there"", ""Trouble, oh trouble move away I have seen your face and its too much for me today Trouble, oh trouble can't you see You have made me a wreck, now wont you leave me in my misery"", ""I've seen your eyes And I have seen deaths disguise, oh hanging on me oh hanging on me"", ""I'm deep and torn I'm shattered and lost and worn So shocking to see Too shocking to see"", ""Trouble, oh trouble please be kind I dont wanna fight, and I havn't got a lot of time..."""
251,lightning bolt   ,"""She comes on like a stone But you don't know where from she was thrown Like a burning meteor from miles high Shes looking for a place to land She said you got yourself some sand And whatever you'd reply she took as yes"", ""Now she comes out the deep? With her newly planted seeds and soon you're Thrown down on your knees and then you're dead Then before you know the weeds are all beastly overgrown With all the wild seeds he sews in your sleeve"", ""You gotta know you'll never let her go She's a lightning bolt! Lightning bolt! Lightning bolt!"", ""Always something and never nothing Isn't that the way we're taught to be, to be Flipping through the worn out pages And stages when you knew not who to be Yeah! yeah! Until the lightning strike sets you free"", ""You gotta know you'll never let her go She's a lightning bolt! Lightning bolt! Lightning bolt!"", ""The crashing stormy waves erode her shoreline everyday Until the castle of her ways turns to sand She holds her lovely breast as her birds fall from her nest Flying towards the great northwest And with no repair in sight There is no god with such might As you open her world wide with such a view And your death will soon arrive as she finally decides That all her problems, they won't die with you A-yeah!... A-yeah!... A-yeah! Never let her go She's a lightning bolt Never let her go She's true"""
252,binaural   ,"""Don't feel like home Ease a little out And all these words alone is nothing like your poem Putting in and putting in Don't feel like methadone A scratching voice all alone is nothing like your baritone"", ""It's nothing as it seems The little that he needs It's home The little that he sees Is nothing he concedes It's home"", ""One uninvited chromosome A blanket like the ozone"", ""It's nothing as it seems All that he needs It's home The little that he frees is nothing he believes"", ""Saving up a sunny day Something maybe two tone Anything of his own A chip off the corner stone Who's kidding? Rainy day A one way ticket headstone Occupations overthrown Whisper through a megaphone"", ""It's nothing as it seems The little that he needs It's home The little that he sees is nothing he conceives It's home And all that he frees A little bittersweet It's home It's nothing as it seems The little that you see it's home"""
253,masters of war   ,"""Come you masters of war, you that build all the guns You that build the death place, you that build all the guns You that hide behind walls, you that hide behind desks I just want you to know, I can see through your masks"", ""You that never done nothing, but to build and destroy You play with my world, like it's your little toy You put a gun in my hand, then you hide from my eyes And you turn and run farther as the fast bullets fly"", ""Like Judas of old, you lie and deceive A world war can be won, and you want me to believe But I see through your eyes, and I see through your brain Like I see through the water that runs down my drain"", ""You that fasten all the triggers, for the others to fire Then you sit back and watch, while the death count gets higher You hide in your mansion, while young people's blood Flows out of their bodies and is buried in the mud"", ""You've thrown the worst fear, that could ever be hurled The fear to bring children, into this world For threatenin' my baby, unborn and unnamed You ain't worth the blood that runs in your veins"", ""How much do I know, to talk out of turn? You might say that I'm young, you might say I'm unlearned But there's one thing I know, though I'm younger than you Even Jesus would never forgive what you do"", ""Let me ask you one question, is your money that good? Will it buy you forgiveness? do you think that it could? Oh, I think you will find, when your death takes its toll All the money you made will never buy back your soul"", ""And I hope that you die, and your death will come soon I'll follow your casket, in the pale afternoon And I'll watch as you're lowered, into your deathbed And I'll stand on your grave 'til I'm sure that you're dead"""
254,present tense   ,"""Do you see the way that tree bends? Does it inspire? Leaning out to catch the sun's rays. A lesson to be applied. Are you getting something out of this all-encompassing trip?"", ""You can spend your time alone redigesting past regrets, oh. Or you can come to terms and realize, You're the only one who can't forgive yourself, oh. Makes much more sense to live in the present tense."", ""Have you ideas on how this life ends? Checked your hands and studied the lines. Have you ever believed that the road ahead ascends off into the light? Seems that needlessly it's getting harder To find an approach and a way to live. Are we getting something out of this all-encompassing trip?"", ""You can spend your time alone redigesting past regrets, oh. Or you can come to terms and realize, You're the only one who can't forgive yourself, oh. Makes much more sense to live in the present tense."""
255,retrograde   ,
256,gimmie some truth   ,"""I'm sick and tired of hearing things, from uptight, short sighted, narrow minded hypocrites, all I want is the truth, just gimme some truth, I've had enough of reading things, by neurotic, psychotic, pig headed politicians, all I want is the truth, just give us the truth,"", ""No short haired, yellow bellied, son of tricky Dicky is gonna mother hubbard, soft soap me with just a pocket full of oil, money for oil, money for oil."", ""I'm sick to death of seeing things, by tight lipped, condescending, mommy's little chauvinists, all I want is the truth, just gimme some truth, I've had enough of watching scenes, of schizophrenic, egocentric, paranoia prima donnas, all I want is the truth, just give us the truth,"", ""No short haired, yellow bellied, son of tricky Dicky is gonna mother hubbard soft soap me with just a pocket full of oil, money for oil, money for oil,"", ""No short haired, yellow bellied, son of George-Porgy is gonna mother hubbard soft soap me with just a pocket full of oil, it's money for oil, no blood for oil,"", ""I'm sick to death of hearing things, from uptight, short sighted, narrow minded hypocrites, all I want is the truth, just gimme some truth, I've had enough of reading things, by neurotic psychotic, homophobic hypocrites, all I want is the truth, just give us the truth, all we want is the truth, just give us the truth, we can handle the truth, just give us some truth, share with us the truth, we'll give you our truth."""
257,2000 mile blues   ,
258,keep on rockin in the free world   ,"""There's colors on the street, red, white and blue People shufflin' their feet, people sleepin' in their shoes But there's a warnin' sign on the road ahead There's a lot of people sayin' we'd be better off Don't feel like Satan but I'm to them So, I try to forget it anyway I can"", ""Keep on rockin' in the free world Keep on rockin' in the free world Keep on rockin' in the free world Keep on rockin' in the free world"", ""I see a woman in the night with a baby in her hand Under an old street light near a garbage can Now, she's put the kid away and she's gone to get a hit She's her life and what she's done to it That's one more kid that'll never go to school Never get to fall in love, never get to be cool"", ""Keep on rockin' in the free world Keep on rockin' in the free world Keep on rockin' in the free world Keep on rockin' in the free world"", ""There's a thousand points of light Let me change that"", ""We're a thousand points of light for the soldier man Want 'em to come home soon, come home while they can To our department stores and toilet paper Styrofoam garbage for the ozone layer They say he's a man of the people I think it's a lie He gives us fuel to burn, on our roads to drive"", ""Keep on rockin' in the free world Keep on rockin' in the free world Keep on rockin' in the free world Keep on rockin' in the free world"""
259,alive   ,"""Son, she said, have I got a little story for you What you thought was your daddy was nothin' but a While you were sittin' home alone at age thirteen Your real daddy was dyin' Sorry you didn't see him But I'm glad we talked Oh, I, oh, I'm still alive Hey, I, oh, I'm still alive"", ""Hey, I, oh, I'm still alive Hey, oh Oh, she walks slowly, across a young man's room She said I'm ready for you"", ""I can't remember anything to this very day 'Cept the look, the look Oh, you know where Now, I can't see, I just stare"", ""I, I'm still alive Hey, I, but, I'm still alive Hey, I, boy, I'm still alive Hey, I, I, I'm still alive, yeah Ooh Yeah, yeah, yeah, yeah Oh Is something wrong? she said"", ""Well, of course, there is You're still alive, she said Oh, and do I deserve to be? Is that the question?"", ""And if so, if so, who answers? who answers? I, oh, I'm still alive Hey, I, oh, I'm still alive Hey, I, but, I'm still alive"", ""Yeah, I, oh, I'm still alive Yeah, yeah, yeah, yeah, yeah, yeah Uh-huh Yeah, uh-huh Uh-huh Yeah, uh-huh Yeah, yeah, yeah"""
260,untitled   ,"""i got a car, i got some gas Oh let's get out of here Get out of here fast Ooh everyone's confused So i stay in my room If i go, i don't want To go alone"", ""I hope you get this message Oh you're not home I could be there in Ten minutes or so Ooh i got my things We'll make it up as we go along Oh with you i could Never be alone Never be alone"""
261,spin the black circle   ,"""See this needle, a' see my hand... Drop, drop, dropping it down, oh, so gently... Well, here it comes, I touch the plane, Turn me up... won't turn you away."", ""Spin, spin... spin the black circle. Spin, spin... spin the black, spin the black... Spin, spin... spin the black circle. Spin, spin... whoa..."", ""Pull it out, a paper sleeve. Oh, my joy... only you deserve conceit. I'm so big... a-my whole world... I'd rather you... rather you than her..."", ""Spin, spin... spin the black circle. Spin, spin... spin the black, spin the black... Spin, spin... spin the black circle. Spin, spin... whoa... oh..."", ""You're so warm... Oh, the ritual when I lay down your crooked arm..."", ""Spin, spin... spin the black circle. Spin, spin... spin the black, spin the black... Spin, spin... spin the black circle. Spin, spin... Spin the black (5x) circle... Spin the black circle... (4x) Spin, spin... (6x)"""
262,rearviewmirror   ,"""I took a drive today Time to emancipate I guess it was the beatings, made me wise But I'm not about to give thanks or apologize"", ""I couldn't breathe, holdin' me down Hand on my face, pushed to the ground Enmity gaged, united by fear Forced to endure what I could not forgive"", ""I seem to look away Wounds in the mirror waved It wasn't my surface Most defiled"", ""Head at your feet, fool to your crown Fist on my plate, swallowed it down Enmity gaged, united by fear Tried to endure what I could not forgive"", ""Saw things, saw things Saw things, saw things Clearer, clearer Once you, were in my rear view mirror"", ""I gather speed from you fucking with me Once and for all, I'm far away I hardly believe, finally the shades Are raised, hey"", ""Saw things so much clearer Once you, once you (Rear view mirror) Saw things so much clearer Once you, once you (Rear view mirror) Saw things so much clearer Once you, once you (Rear view mirror) Saw things so much clearer Once you Oh yeah"""
263,world wide suicide   ,"""I felt the earth on Monday, it moved beneath my feet In the form of a morning paper laid out for me to see Saw his face in a corner picture, I recognised the name Could not stop staring at the face I'd never see again"", ""It's a shame to awake in a world of pain What does it mean when a war has taken over? It's the same everyday in a hell manmade What can be saved and who will be left to hold her?"", ""The whole world, world over It's a world wide suicide The whole world, world over It's a world wide suicide"", ""Medals on a wooden mantle, next to a handsome face That the president took for granted, writing checks that others pay And in all the madness, thought becomes numb and naive So much to talk about, nothing for to say"", ""It's the same every day and the wave won't break Tell you to pray, while the devil's on their shoulder Laying claim to the take that our soldiers save Does not equate and the truth's already out there"", ""The whole world, world over It's a world wide suicide The whole world, world over It's a world wide suicide"", ""Looking in the eyes of the fallen You got to know there's another, another, another, another, another way"", ""It's a shame to awake in a world of pain What does it mean when a war has taken over? It's the same everyday and the wave won't break Tell you to pray while the devil's on their shoulder"", ""The whole world, world over It's a world wide suicide The whole world, world over It's a world wide suicide"", ""The whole world, world over It's a world wide suicide The whole world, world over It's a world wide suicide"""
264,swallow my pride   ,"""she looked at me with dignity said \""there's one thing you gotta see if you know we're headed for war this country's prouder than ever before yes there's a spirit in the air, we're more american than anywhere\"" well i just smiled cuz i could tell this little girl's going to hell now i wouldn't mind if you swallowed my pride would make me feel alright, deep inside, feel alright all the warmth in her heart can't keep my blood from running cold keep my blood from running cold first i fell for her looks, now i just wanna go for the throat i tried to tell her a hundred times, this little girl didn't understand at all pride comes before a fall now i wouldn't mind if you swallowed my pride make me feel alright, deep inside, feel alright this ain't the garden of eden this ain't the summer of love things ain't what they used to be there ain't no angels above ain't the garden of eden ain't no angels above things ain't what they used to be this ain't, this ain't the summer... of love"""
265,last exit   ,"""Lives opened and trashed, Look, Ma, watch me crash, No time to question. Why'd nothing last? Grasp and hold on, We're dying fast. Soon be over and I will relent."", ""Let the ocean swell, dissolve 'way my past. Three days and maybe longer, Won't even know I've left."", ""Under your tongue, I'm like a tab, I will give you what you're not supposed to have. Under my breath, I swear by sin, for better or worse, A best we began."", ""Let the sun climb, oh, burn 'way my mask. Three days and maybe longer. Shed my skin at last... shed... shed"", ""Let the sun shine, burn 'way my mask. Three days and maybe longer, Won't ever find me here Let the ocean dissolve 'way my past. Four days and not much longer..."", ""Let my spirit pass... This is, this is... This is, this is... This is, this is... This is, this is... my last exit"""
266,satans bed   ,"""It's not all been said... been said and done... I've never slept in Satan's bed Although I must admit... still visits my place Uninvited, as you know, he don't wait Funny how he always seems to fit in Funny how I always want to give in Sundays, Fridays, Tuesdays, Thursday, the same Sometimes the special guest, he don't like to leave Already... in love... (3x) Already..."", ""Who made, who made up, made up the myth That we were born to be covered in bliss? Who set the standard, born to be rich? Such fine examples, skinny little bitch Model, role model, roll some models in blood Get some flesh to stick, so they look like us I shit and I stink, I'm real, join the club I'd stop and talk, but I'm already in love"", ""Already... in love... (3x) Already..."", ""In love... Ah ha ha ha... ...follows torture... follows reward... (2x) Oh, oh my butt..."", ""Never shook Satan's hand, look see for yourself You'd know it if I had, that shit don't come off I'll rise and fall, let me take credit for both Jump off a cliff, don't need your help so back off I'll never suck Satan's dick... Again, you'd see it, you know, right round the lips I'll wait for an angel, but I won't hold my breath 'Magine they're busy, think I'm doing okay... Already... in love... (6x) Already..."""
267,pry to   ,"""P-r-i-v-a-c-y is priceless to me. (4x) P-r-i-v-a-c-y. (4x)"""
268,sleeping by myself   ,"""I should have known there was someone else Down below I always kept it to myself Now I believe in nothing, not today As I move myself out of your sight I'll be sleeping by myself tonight"", ""I could never go to no one else The hurt don't show but who knows time will tell I believe in nothing but the pain And I can't see this turning out right I'll be sleeping by myself tonight"", ""Forever be sad and lonely Forever never be the same I close my eyes Wait for a sign Am I just waiting in vain?"", ""I close my eyes Wait for a sign Am I just waiting in vain?"", ""Oh, I believe in love and disaster Sometimes the two are just the same I'm beginning to see What's left of me Is gonna have to be free to survive Oh, I'll be sleeping by myself tonight"""
269,out of my mind   ,"""Out of my mind... out of my mind... All of the time..."", ""Wish you could help me mister... Wish you could lift me up... Wish you could pack my parachute mister... Wish you could pull me up."", ""The winds have change, I'm stuck beneath the rain... I wish you could help me up... Out of my mind... out of my mind... Once inside, I'm out of my mind... Out of my mind... out of my mind... Once inside, I'm out of my mind..."", ""Wish you could help me, give me a pill... Just a little drink that I could swill. A little something, anything, anything, I'll try all..."", ""I ain't got nowhere to go from here. I'm just about this far From drowning in my very own tears. Out of my mind... out of my mind... Once inside, I'm out of my mind... Out of my mind... out of my mind..."", ""I don't feel so high... out of my mind..."", ""Where do I go? Where do I stay? I got no place to lay in the hay. Where do I go to soothe my head? Guess I'll turn on music instead. Where do I see? Where do I shine? No one wants to take my mind. Where do I go? How do I feel? Guess I'll waste away in here..."", ""Out of my mind... out of my mind... Out of my mind every single time..."""
270,life wasted   ,"""You're always saying that there's something wrong I'm starting to believe it's your plan all along Death came around, forced to hear its song And know tomorrow can't be depended on"", ""Seen the home inside your head All locked doors and unmade beds Open sores unattended Let me say just once that"", ""I have faced it, a life wasted, I'm never going back again I escaped it, a life wasted, I'm never going back again Having tasted, a life wasted, I'm never going back again"", ""The world awaits just up the stairs Leave the pain for someone else Nothing back there for you to find Or was it you who you left behind?"", ""You're always saying you're too weak to be strong You're harder on yourself than just about anyone Why swim the channel just to get this far? Halfway there, why would you turn around?"", ""Darkness comes in waves Tell me, why invite it to stay? You're one with negativity Yes, comfort is an energy But why let the sad song play?"", ""I have faced it, a life wasted, I'm never going back again Oh I escaped it, a life wasted, I'm never going back again Having tasted, a life wasted, I'm never going back again Oh I erased it, a life wasted, I'm never going back again"""
271,big wave   ,"""I used to be crustacean, oh In an underwater nation, yeah And I surf in celebration, oh Of a billion adaptations, yeah yeah"", ""Got me a big wave, ride me a big wave, got me a big wave Got me a big wave, ride me a big wave, got me a big wave"", ""I feel the need planted in me Millions of years ago Can't you see the ocean's size?"", ""Defining time and tide arising Arms laid upon me Being so kind to let me ride"", ""I scream in affirmation, oh Of connecting dislocations, yeah And exceeding limitation, oh By achieving levitation, yeah"", ""Got me a big wave, ride me a big wave, got me a big wave Got me a big wave, ride me a big wave, got me a big wave"", ""I feel the need planted in me Millions of years ago Can't you see the ocean's size?"", ""Defining time and tide arising Arms laid upon me Being so kind to let me ride"", ""Got me a ride Got me a ride Oh"""
272,undone   ,"""Last stop on the westcoast line South of the northern border One small corner on my mind Everybody they know me there Don't get any second glances Chances are that they don't care"", ""World as come undone like they change it everyday Change don't come at once There's a wave building before it breaks"", ""Can't wait for election day Where the nasty occupation Corporations rule the day Playing on the pendulum throws Farther out to the one side swinging Has to sweep back the other way"", ""The world has come undone Another day and who can wait Change don't come at once It's a wave building before it breaks"", ""All this hope and nowhere to go This is how I used to feel but no more The world has come undone Like a game that few can play Change don't come from one It's a wave building before it breaks"""
273,future days   ,"""If I ever were to lose you I'd surely lose myself Everything I have found, dear I've not found by myself"", ""Try and sometimes you'll succeed To make this man of me All my stolen missing parts I've no need for anymore"", ""I believe And I believe 'cause I can see Our future days Days of you and me"", ""Back when I was feeling broken I focused on a prayer You came deep as any ocean Did something out there hear?"", ""All the complexities and games No one wins but somehow they're still played All the missing crooked hearts They may die but in us they live on"", ""I believe And I believe 'cause I can see Our future days Days of you and me"", ""When hurricanes and cyclones raged When wind turned dirt to dust When floods they came or tides they raised Ever closer became us"", ""All the promises at sundown I've meant them like the rest All the demons used to come 'round I'm grateful now they've left"", ""So persistent in my ways Hey angel, I am here to stay No resistance, no alarms Please, this is just too good to be gone"", ""I believe And I believe 'cause I can see Our future days Days of you and me"", ""You and me Days You and me"""
274,supersonic   ,"""Yeah, I been dreamin' of gettin' along Now I'm awake, dreamin' keep it on keeping on I catch a break, then a punch to the head I smile big with a toothless grin, yeah"", ""Supersonic gone and took my soul I caught the rhythm but the clock was slow yeh Supersonic, truth be told I don't need you to live, but I'll never let you go"", ""Yeah..."", ""Yeh I been thinkin', I already know Nothin' 'bout nothin' or so I have been told, yeh I'm not the paper, I'm more like the fold Cut the crease and put the shit in the whole, yeah"", ""Supersonic, gone and took my soul I caught the rhythm but the clock was slow yet Supersonic, truth be told I don't need you to live to ever let you go, yeah"", ""Supersonic, gotta feel it now I need to hear, need to feel it loud yeh Supersonic, truth be told I wanna live my life with the volume full..."", ""Supersonic, gone and took my soul I stopped the rhythm but my clock was full, yeah Supersonic, truth be told I don't need you to live to ever let you go, yeah"", ""Supersonic, gotta feel it now I need to hear it, need to feel it loud, yeah Supersonic, truth be told I wanna live my life with the volume full, yeah..."", ""Yeah yeah yeah... [x3]"""
275,bee girl   ,"""bee girl you're gonna die you don't wanna be famous you wanna be shy do your dances alone in your room becoming a star will become your doom bee girl, be a girl bee girl, be a girl"", ""you know time is long and life is short begin to live while you still can believe in nothing believe me those who can be trusted can change their mind the anxious is the present unwrap your gifts take your time everything you imagined needn't be stuck in your mind bee girl, be a girl bee girl, be a girl thank you"""
276,i got id   ,"""My lips are shakin' my nails are bit off Been a month since I've even heard myself talk Only advantage this life's got on me Picture empty cup in the middle of the sea"", ""And I fought back in my mind Never lets me be right, I got memories, I got shit So much it don't show Oh, I walked the line, when you held me in at night"", ""Oh, I walked the line, when you held my hand at night An empty shells seem so easy to crack Got all these questions Don't know who I could even ask"", ""So I'll just lie alone, and wait for the dream Where I'm not ugly and you're lookin' at me And I'll stay in a bed Oh, blues eyes, I've seen him"", ""If just once I could feel loved Oh, stare back at me But I walked the line When you held me in at night"", ""Oh, I walked the line When you held my hand at night Oh, I walked the line When you held me close at night I paid the price Never held you in real life My lips are shakin'."""
277,johnny guitar   ,"""Johnny Guitar Watson staring at me riding on 3 wheels, a woman on his knee With a leg under the red dress I wish I could see further North the warmth of lovin' lingering Now Johnny he be having lots of women Oh the reason he'd be smiling known to him"", ""On the left the girl in red so innocent never sheds her clothes even when she goes to bed Yeah the type of girl responsible for original sin can't help but wonder where and who she is Oh and the memory's always getting clearer First thirty years and more I've loved her so but now I need to know why she's with him"", ""and I sleep with the light on in case she comes and I sleep with the light on in case she..."", ""Recently as I was waiting on a dream she came to visit lost and lonely me Oh she leaned over the bed and with the lips above my head she asked if I had seen her Johnny Oh and I hide my disappointment cause for years I have been hoping oh yeah I have been hoping that when she came that she would come for me"", ""Hey... hey..."", ""I'll hide my disappointment cause for years I have been hoping that when she came she'd be coming just for me... I'll hide my disappointment cause for years I have been hoping that when she came she'd be coming just for me... ah yeah!"", ""Aw yeah! Aw yeah! Hoo..."""
278,come then goes   ,
279,corduroy live   ,"""The waiting drove me mad You're finally here and I'm a mess I take your entrance back Can't let you roam inside my head I don't want to take what you can give I would rather starve than eat your bread I would rather run but I can't walk Guess I'll lie alone just like before"", ""I'll take the Varmints path Oh, and I must refuse your test Push me and I will resist This behavior's not unique"", ""I don't want to hear from those who know They can buy, but can't put on my clothes I don't want to limp for them to walk Never would have known of me before I don't want to be held in your debt I'll pay it off in blood, let I be wed I'm already cut up and half-dead I'll end up alone like I began"", ""Everything has chains Absolutely nothing's changed Take my hand, not my picture, spilled my tincture..."", ""I don't want to take what you can give I would rather starve than eat your breast All the things that others want for me Can't buy what I want because it's free Can't buy what I want because it's free Can't be what you want because I'm..."", ""Ain't supposed to be just one Oh, to live and die, let it be done I figure I'll be damned, all alone like I began"", ""It's your move now I thought you were a friend But I guess I... I guess I hate you..."""
280,quick escape   ,
281,black live   ,"""Sheets of empty canvas Untouched sheets of clay Were laid spread out before me As her body once did"", ""All five horizons Revolved around her soul As the Earth reaches the Sun Now, the air I tasted and breathed Has taken a turn"", ""Ooh, and all I taught her was everything Ooh, I know she gave me all that she wore And now my bitter hands Chafe beneath the clouds Of what was everything All the pictures have All been washed in black Tattooed everything"", ""I take a walk outside I'm surrounded by some kids at play I can feel their laughter So why do I sear?"", ""Mm, and twisted thoughts that spin round my head I'm spinning, oh, I'm spinning How quick the Sun can drop away And now my bitter hands Cradle broken glass Of what was everything All the pictures have All been washed in black Tattooed everything All the love gone bad Turned my world to black Tattooed all I see, all that I am, all I'll be, yeah"", ""Uh-huh Uh-huh Woo I know that someday you'll have a beautiful life I know you'll be a star In somebody else's sky But why, why, why can't it be Why can't it be mine? Ah, yeah Uh, woo-hoo"""
