,Song_name,shakira
265,i am here en espanol   ,"""Estoy aqui"", ""Ya se que no vendr\u00c3\u00a1s Todo lo que fue El tiempo lo dejo atr\u00c3\u00a1s Se que no regresaras Lo que nos paso No repetir\u00c3\u00a1 jam\u00c3\u00a1s Mil a\u00c3\u00b1os no me alcanzaran Para borrarte y olvidar Y ahora estoy aqu\u00c3\u00ad Queriendo convertir Los campos en ciudad Mezclando el cielo con el mar Se que te deje escapar Se que te perd\u00c3\u00ad Nada podr\u00c3\u00a1 ser igual Mil a\u00c3\u00b1os pueden alcanzar Para que pueda perdonar"", ""(Coro:) Estoy hache queri\u00c3\u00a9ndote, Ahog\u00c3\u00a1ndome Entre fotos y cuadernos Entre cosas y recuerdos Que no puedo comprender Estoy enloqueci\u00c3\u00a9ndome Cambi\u00c3\u00a1ndome un pie por Cara m\u00c3\u00ada Esta noche por el d\u00c3\u00ada Y nada le puedo yo hacer"", ""Las cartas que escrib\u00c3\u00ad Nunca las envi\u00c3\u00a9 No querr\u00c3\u00a1s saber de mi No puedo entender Lo tonta que fui Es cuesti\u00c3\u00b3n de tiempo y fe Mil a\u00c3\u00b1os con otros mil mas Son suficientes para amar"", ""(Coro)"", ""Si aun piensas algo en mi Sabes que sigo esper\u00c3\u00a1ndote"", ""(Coro)"""
266,anos luz   ,
267,addicted to you en espanol   ,"""Debe ser el perfume que usas O el agua con la que te ba\u00c3\u00b1as Pero cada cosita que haces A m\u00c3\u00ad me parece una haza\u00c3\u00b1a"", ""Me besaste esa noche Cual si fuera el \u00c3\u00banico d\u00c3\u00ada de tu boca Cada vez que me acuerdo Yo siento en mi pecho el peso de una roca"", ""Son tus ojos marrones Con esa veta verdosa Es tu cara de ni\u00c3\u00b1o Y esa risa nerviosa"", ""I'm addicted to you Porque es un vicio tu piel Baby, I'm addicted to you Quiero que te dejes querer"", ""I'm addicted to you Porque es un vicio tu piel Baby, I'm addicted to you Quiero que te dejes querer"", ""Por el puro placer de flotar Ahora s\u00c3\u00ad me llev\u00c3\u00b3 la corriente Ya no puedo dormir ni comer Como lo hace la gente decente"", ""Tu recuerdo ha quedado As\u00c3\u00ad como un broche prendido a mi almohada Y t\u00c3\u00ba, en cambio, que tienes memoria de pez No te acuerdas de nada"", ""Son tus manos de hombre Y el olor de tu espalda Lo que no tiene nombre Lo logr\u00c3\u00b3 tu mirada"", ""I'm addicted to you Porque es un vicio tu piel Baby, I'm addicted to you Quiero que te dejes querer"", ""I'm addicted to you Porque es un vicio tu piel Baby, I'm addicted to you Quiero que te dejes querer"""
268,estoy aqui   ,"""Ya s\u00c3\u00a9 que no vendr\u00c3\u00a1s Todo lo que fue El tiempo lo dej\u00c3\u00b3 atr\u00c3\u00a1s S\u00c3\u00a9 que no regresar\u00c3\u00a1s Lo que nos pas\u00c3\u00b3 No repetir\u00c3\u00a1 jam\u00c3\u00a1s Mil a\u00c3\u00b1os no me alcanzar\u00c3\u00a1n Para borrarte y olvidar"", ""Y ahora estoy aqu\u00c3\u00ad Queriendo convertir Los campos en ciudad Mezclando el cielo con el mar S\u00c3\u00a9 que te dej\u00c3\u00a9 escapar S\u00c3\u00a9 que te perd\u00c3\u00ad Nada podr\u00c3\u00a1 ser igual Mil a\u00c3\u00b1os pueden alcanzar Para que puedas perdonar"", ""Estoy aqu\u00c3\u00ad, queri\u00c3\u00a9ndote Ahog\u00c3\u00a1ndome entre fotos y cuadernos Entre cosas y recuerdos que no puedo comprender Estoy enloqueci\u00c3\u00a9ndome Cambi\u00c3\u00a1ndome un pie por la cara m\u00c3\u00ada Esta noche por el d\u00c3\u00ada, \u00c2\u00bfy qu\u00c3\u00a9? Nada le puedo yo hacer"", ""Las cartas que escrib\u00c3\u00ad Nunca las envi\u00c3\u00a9 No querr\u00c3\u00a1s saber de m\u00c3\u00ad No puedo entender Lo tonta que fui Es cuesti\u00c3\u00b3n de tiempo y fe Mil a\u00c3\u00b1os con otros mil m\u00c3\u00a1s Son suficientes para amar"", ""Estoy aqu\u00c3\u00ad, queri\u00c3\u00a9ndote Ahog\u00c3\u00a1ndome entre fotos y cuadernos Entre cosas y recuerdos que no puedo comprender Estoy enloqueci\u00c3\u00a9ndome Cambi\u00c3\u00a1ndome un pie por la cara m\u00c3\u00ada Esta noche por el d\u00c3\u00ada \u00c2\u00bfy qu\u00c3\u00a9?"", ""Estoy aqu\u00c3\u00ad, queri\u00c3\u00a9ndote Ahog\u00c3\u00a1ndome entre fotos y cuadernos Entre cosas y recuerdos que Estoy enloqueci\u00c3\u00a9ndome Cambi\u00c3\u00a1ndome un pie por la cara m\u00c3\u00ada Esta noche por el d\u00c3\u00ada \u00c2\u00bfy qu\u00c3\u00a9?"", ""Si a\u00c3\u00ban piensas algo en m\u00c3\u00ad Sabes que sigo esper\u00c3\u00a1ndote"", ""Estoy aqu\u00c3\u00ad, queri\u00c3\u00a9ndote Ahog\u00c3\u00a1ndome entre fotos y cuadernos Entre cosas y recuerdos que Estoy enloqueci\u00c3\u00a9ndome Cambi\u00c3\u00a1ndome un pie por la cara m\u00c3\u00ada Esta noche por el d\u00c3\u00ada \u00c2\u00bfy qu\u00c3\u00a9?"", ""Estoy aqu\u00c3\u00ad, queri\u00c3\u00a9ndote Ahog\u00c3\u00a1ndome entre fotos y cuadernos Entre cosas y recuerdos que Estoy enloqueci\u00c3\u00a9ndome Cambi\u00c3\u00a1ndome un pie por la cara m\u00c3\u00ada Esta noche por el d\u00c3\u00ada \u00c2\u00bfy qu\u00c3\u00a9?"", ""Estoy aqu\u00c3\u00ad, queri\u00c3\u00a9ndote Estoy enloqueci\u00c3\u00a9ndome Estoy aqu\u00c3\u00ad, queri\u00c3\u00a9ndote Ahog\u00c3\u00a1ndome Enloqueci\u00c3\u00a9ndome Estoy enloqueci\u00c3\u00a9ndome"""
269,beautiful liar   ,"""Ay, Ay, Ay Nobody likes being played Beyonce, Beyonce Shakira, Shakira (hey)"", ""He said I'm worth it, his one desire I know things about 'em that you wouldn't wanna read about He kissed me, his one and only, (yes) beautiful Liar Tell me how you tolerate the things that you just found out about You never know Why are we the ones who suffer I have to let go He won't be the one to cry"", ""(Ay) Let's not kill the Karma (Ay) Let's not start a fight (Ay) It's not worth the drama For a beautiful liar (Oh) let us laugh about it (Oh) It's not worth our time (Oh) We can live without 'em Just a beautiful liar"", ""I trusted him, but when I followed you, I saw you together I didn't know about you then 'till I saw you with him again I walked in on your love scene, slow dancing You stole everything, how can you say I did you wrong"", ""You never know When the pain and heartbreak's over I have to let go The innocence is gone"", ""(Ay) Let's not kill the Karma (Ay) Let's not start a fight (Ay) It's not worth the drama For a beautiful liar (Oh) let us laugh about it (Oh) It's not worth our time (Oh) We can live without 'em Just a beautiful liar"", ""Tell me how to forgive you When it's me who's ashamed And I wish could free you Of the hurt and the pain (Both) But the answer is simple He's the one to blame"", ""(Ay) Let's not kill the Karma (Ay) Let's not start a fight (Ay) It's not worth the drama For a beautiful liar (Oh) let us laugh about it (Oh) It's not worth our time (Oh) We can live without 'em Just a beautiful liar"""
270,loca en portugues   ,"""Loca, loca, loca, loca, loca, loca No te pongas bruto (loca) Que te la bebes Dance or die (or die, die, die) Loca (ra-ta-ta)"", ""You're the one for me, and for her no more Though you think she got it all, ain't got one kiki You're the one for me, and for her no more Though you think she got it all, I got one kiki"", ""She playing dumb all the time just to keep it fun To get you on like a \""ah,\"" be careful, amigo She talking and walking just to work you up She'd die for your love, but your love's only mine now"", ""Yo sigo tranquila like I'm on a beach in Anguilla Sipping my Corona like there's nothing going on I ain't leaving you alone, what is meant for me No other girl is gonna take it, so give him up"", ""And I'm crazy, but you like it Loca, loca, loca And you like that it ain't easy Loca, loca, loca I'm crazy, but you like it Loca, loca, loca Crazy, but you like it Loca, loca, loca"", ""You're the one for me, and for her no more Though you think she got it all, ain't got one kiki You're the one for me, and for her no more Though you think she got it all, ain't got one kiki"", ""Okay, she doesn't know the things that I do to please you I take you to the malec\u00c3\u00b3n por un caminito They saw your girlfriend looking for me with a rifle 'Cause we were dancing mambo What, she don't allow it?"", ""I really can't help it if I make the lady loca I don't want no trouble, I just want to hit the... (ooh!) And I'm crazy, but you like it 'Cause a kind of girl like me They're running out of in the market"", ""And I'm crazy, but you like it Loca, loca, loca And you like that it ain't easy Loca, loca, loca I'm crazy, but you like it Loca, loca, loca Crazy, but you like it Dios m\u00c3\u00ado"", ""Loca, loca, loca No te pongas bruto (loca) Que te la bebes Loca, loca, loca, loca"", ""You're the one for me, and for her no more Though you think she got it all, ain't got one kiki"", ""And I'm crazy, but you like it Loca, loca, loca And you like that it ain't easy Loca, loca, loca"", ""Loca"""
271,i want to fly away   ,"""I want to fly away from here I want to pack my bags and disapear I want to be free again don't know how, dont know when but oh when I get there I know I will its only fare I'll have seen the one and only place right for me and happy there I'll be.when things are just wrong and lifes getting hard when you've got nothing left to lose when you r jobs harsh with a low pay and your boyfriends treating you like crap you just want to fly away... just want leave this place, that'll be ace.I want to fly away from here I want to pack my bags and disapear I want to be free again don't know how, dont know when but oh when I get there I know I will its only fare I'll have seen the one and only place right for me and happy there I'll be.well finely on my way, what more can I say, left a note on the door said I don't leave here any more the smile finly back and all I know is thats that finly going, finly gone, I out of here away from terror!I want to fly away from here I want to pack my bags and disapear I want to be free again don't know how, dont know when but oh when I get there I know I will its only fare I'll have seen the one and only place right for me and happy there I'll be.yeah, oh yeah, yahoo, finely there and I miss him the guy that treated me so bad going back to my hummble home see you land of all my dreams, you were just perfect for meI want to fly away from here I want to pack my bags and disapear I want to be free again don't know how, dont know when but oh when I get there I know I will its only fare I'll have seen the one and only place right for me and happy there I'll be.bye bye hi hi. and y ther I'll be"""
272,dia especial   ,"""Yo no s\u00c3\u00a9 si es muy tarde para ti Quiero desafiar la comodidad No nos sirve m\u00c3\u00a1s fingir"", ""Yo no s\u00c3\u00a9 cu\u00c3\u00a1n ef\u00c3\u00admero es tu error Ya te perdon\u00c3\u00a9 Adelant\u00c3\u00a9 las agujas del reloj"", ""Mi l\u00c3\u00a1grima sec\u00c3\u00b3 Se aleja el temporal Latiendo como el sol Mi coraz\u00c3\u00b3n no tiene edad Para esperarte"", ""Este es un d\u00c3\u00ada especial Quiero creer en otra oportunidad Dimos un salto mortal Y hoy vuelvo a ver Un faro en la oscuridad"", ""Ya no estoy tan confusa como ayer Solo la ilusi\u00c3\u00b3n trae desilusi\u00c3\u00b3n Y es tan f\u00c3\u00a1cil decaer"", ""El mundo en que cre\u00c3\u00ad Lo eterno y lo fugaz Prefiero darle fin A que me ocultes la verdad m\u00c3\u00a1s vulnerable"", ""Este es un d\u00c3\u00ada especial Quiero creer en otra oportunidad Dimos un salto mortal Y hoy vuelvo a ver Un faro en la oscuridad"", ""Latiendo como el sol Mi coraz\u00c3\u00b3n no tiene edad"", ""Este es un d\u00c3\u00ada especial Quiero creer en otra oportunidad Dimos un salto mortal Y hoy vuelvo a ver Un faro en la oscuridad"""
273,hips dont lie en portugues   ,"""BamboooOOOooo Tembaleuoluwaaluweee Anubaleee le balooo Levanlevaaandaa laoooo"", ""BamboooOOOooo Tembaleuoluwaaluweee Anubaleee le balooo Levanlevaaandaa laoooo"", ""Perfection, Perfection"", ""I never really knew that she could dance like this She makes a man want to speak Spanish Como se llama (SI) bonita (SI) Mi casa (SHAKIRA SHAKIRA) su casa"", ""Oh baby when you talk like that You make a woman go mad So be wise and keep on Reading the signs of my body"", ""And I'm on tonight You know my hips don't lie And I'm starting to feel it's right"", ""Ay ay ay to the bamboooo La gloria te esta esperando"", ""Latino! Africano! Asiatico! Americano! Tu Dios te esta mirando!"", ""BamboooOOOooo Tembaleuoluwaaluweee Anubaleee le balooo Levanlevaaandaa laoooo"", ""No Fighting tonight!"", ""I never really knew that she could dance like this She makes a man want to speak Spanish Como se llama (SI) bonita (SI) Mi casa (SHAKIRA SHAKIRA) su casa"", ""Oh baby when you talk like that You make a woman go mad So be wise and keep on Reading the signs of my body"", ""And I'm on tonight You know my hips don't lie And I'm starting to feel you boy"", ""Ay ay ay to the bamboooo La gloria te esta esperando"", ""I know I'm on tonight So my hips don't lie And I'm starting to feel it's right"", ""Come on let's go, let's go Tu Dios te esta mirando!"", ""Baila en la calle de noche... Baila en la calle de dia... Baila en la calle de noche... Juega en la calle de dia..."", ""People in the front, DON'T FIGHT TONIGHT! People in the side, DON'T FIGHT TONIGHT! People in the back, DON'T FIGHT TONIGHT! Don't fight tonight! Don't fight tonight!"", ""Let's go... I'm a student of Pele, call me Pele player. Eleven on the field with the heart of a gladiator"", ""One GOAL Two GOAL Three GOAL GOAL!"", ""Imma play till my knees grow low"", ""One GOAL Two GOAL Three GOAL GOAL!"", ""Everybody in the FIFA in the final state go And my football jersey says Maradonna And the crowd chants, sounds like spirits from Africa"", ""BamboooOOOooo Tembaleuoluwaaluweee Anubaleee le balooo Levanlevaaandaa laoooo"", ""BamboooOOOooo Tembaleuoluwaaluweee Anubaleee le balooo Levanlevaaandaa laoooo"""
274,la mas confiable   ,"""Yo no sabia que ella bailaba as\u00c3\u00ad aquella noche io me enloquec\u00c3\u00ad c\u00c3\u00b3mo se llama, bonita, mi casa, su casa"", ""T\u00c3\u00ba sabes que palabaras hay para hacerme suspirar mantente atento ya va llegando el momento"", ""Ser\u00c3\u00a1, ser\u00c3\u00a1 que lo que un dia fue es porque fue para hacerce hoy si sientes, yo siento mira asi baby, asi es perfecto"", ""Amor yo no me canso de verte, y me estas enloqueciendo en mis brazos yo quiero tenerte y que sientas lo que siento cuando t veo caminar, no me puedo controlar amor, te mueves como el viento solo quisiera imaginar ser el due\u00c3\u00b1o de tu coraz\u00c3\u00b3n y detener el tiempo."", ""Yo no sabia que ella bailaba as\u00c3\u00ad aquella noche yo me enloquec\u00c3\u00ad c\u00c3\u00b3mo se llama, bonita, mi casa, su casa"", ""T\u00c3\u00ba sabes que palabaras hay para hacerme suspirar mantente atento ya va llegando el momento"", ""Ser\u00c3\u00a1, ser\u00c3\u00a1 que lo que un dia fue es porque fue para hacerce hoy si sientes, yo siento mira asi baby, asi es perfecto"", ""Ay lo que sera, sera y lo que un dia fue es porque fue para que se haga me buscas, te encuentro, mira asi baby, asi es perfecto."", ""Amor, ahora que empiezas a verme de esa forma animal, ya no se lo que piensas hacerme, si esta bien o si esta mal Mi voluntad se echo a perder no hay ciego peor que el que no quiere ver si lo que hago con las manos, lo deshago con los pies porque hago lo que ves."", ""Baila en la calle de noche Baila en la calle de dia"", ""Baila en la calle de noche Baila en la calle de dia"", ""Yo no sabia que ella baila asi aquella noche yo me enloquec\u00c3\u00ad c\u00c3\u00b3mo se llama, bonita, mi casa, su casa"", ""T\u00c3\u00ba sabes que palabaras hay para hacerme suspirar mantente atento ya va llegando el momento"", ""Senorita, feel the conga, mueve tu cintura komo toda colombia"", ""Mi vida en Barranquilla se baila asi \u00c2\u00a1say it! Mi vida en Barranquilla se baila asi Yeah"", ""She's so sexy every man's fantasy a refugee like me back with the Fugees from a 3rd world country I go back like when 'pac carried crates for Humpty Humpty I need a whole club dizzy Why the CIA wanna watch us? Colombians and Haitians I ain't guilty, it's a musical transaction No more do we snatch ropes Refugees run the seas 'cause we own our own boats"", ""Ser\u00c3\u00a1, ser\u00c3\u00a1 que lo que un dia fue es porque fue para hacerce hoy si sientes, yo siento mira asi baby, asi es perfecto"", ""Ay lo que sera, sera y lo que un dia fue es porque fue para que se haga me buscas, te encuentro, mira asi baby, asi es perfecto."""
275,ill stand by you en espanol   ,"""Oh, why you look so sad? Tears are in your eyes Come on and come to me now"", ""Don't be ashamed to cry Let me see you through 'Cause I've seen the dark side too"", ""When the night falls on you You don't know what to do Nothing you confess Could make me love you less"", ""I'll stand by you, I'll stand by you Won't let nobody hurt you I'll stand by you"", ""So if you're mad, get mad Don't hold it all inside Come on and talk to me now"", ""Hey, what you got to hide? I get angry too Well, I'm a lot like you"", ""When you're standing at the crossroads And don't know which path to choose Let me come along 'Cause even if you're wrong"", ""I'll stand by you, I'll stand by you Won't let nobody hurt you I'll stand by you"", ""Take me in into your darkest hour And I'll never desert you I'll stand by you"", ""And when, when the night falls on you, baby You're feeling all alone You won't be on your own"", ""I'll stand by you and I'll stand by you Won't let nobody hurt you I'll stand by you"", ""Take me in into your darkest hour And I'll never desert you I'll stand by you"", ""And I'll stand by you I'll stand by you I'll stand by you"", ""And I'll never desert you I'll stand by you I'll stand by you"", ""And I'll never desert you I'll stand by you"""
276,je laime a mourir   ,"""Y yo que hasta ayer s\u00c3\u00b3lo fui un holgaz\u00c3\u00a1n Y soy el guardi\u00c3\u00a1n de sus sue\u00c3\u00b1os de amor La quiero a morir"", ""Pueden destrozar todo aquello que ven Porque ella en un soplo lo vuelve a crear Como si nada, como si nada La quiero a morir"", ""Ella para las horas de cada reloj Y me ayuda a pintar transparente el dolor Con su sonrisa"", ""Y levanta una torre desde el cielo hasta aqu\u00c3\u00ad Y me cose unas alas, y me ayuda a subir A toda prisa, a toda prisa La quiero a morir"", ""Conoce bien cada guerra, cada herida, cada ser Conoce bien cada guerra de la vida Y del amor tambi\u00c3\u00a9n"", ""Eh eh eh eh eh eh eeeh Eh eh eh eh eh eh eeeh Eh eh eh eh eh eh eeeh"", ""Moi je n'\u00c3\u00a9tais rien et voil\u00c3\u00a0 qu'aujourd'hui Je suis le gardien du sommeil de ses nuits Je l'aime \u00c3\u00a0 mourir"", ""Vous pouvez d\u00c3\u00a9truire tout ce qu'il vous plaira Elle n'a qu'\u00c3\u00a0 ouvrir l'espace de ses bras Pour tout reconstruire, pour tout reconstruire Je l'aime \u00c3\u00a0 mourir"", ""Elle a gomm\u00c3\u00a9 les chiffres des horloges du quartier Elle a fait de ma vie des cocottes en papier Des \u00c3\u00a9clats de rire"", ""Elle a b\u00c3\u00a2ti des ponts entre nous et le ciel Et nous les traversons \u00c3\u00a0 chaque fois qu'elle Ne veut pas dormir, ne veut pas dormir Je l'aime \u00c3\u00a0 mourir"", ""Elle a d\u00c3\u00bb faire toutes les guerres Pour \u00c3\u00aatre si forte aujourd'hui Elle a d\u00c3\u00bb faire toutes les guerres De la vie, et l'amour aussi"", ""Eh eh eh eh eh eh eeeh Eh eh eh eh eh eh eeeh Eh eh eh eh eh eh eeeh"", ""Elle a d\u00c3\u00bb faire toutes les guerres Pour \u00c3\u00aatre si forte aujourd'hui Elle a d\u00c3\u00bb faire toutes les guerres De la vie, et l'amour aussi"", ""Elle a d\u00c3\u00bb faire toutes les guerres (Pour \u00c3\u00aatre si forte aujourd'hui) Elle a d\u00c3\u00bb faire toutes les guerres De la vie, et l'amour aussi"", ""Eh eh eh eh eh eh eeeh Eh eh eh eh eh eh eeeh Eh eh eh eh eh eh eeeh"""
277,hay amores english   ,"""Ay, mi bien, \u00c2\u00bfqu\u00c3\u00a9 no har\u00c3\u00ada yo por ti? Por tenerte un segundo Alejados del mundo y cerquita de m\u00c3\u00ad"", ""Ay, mi bien, como el r\u00c3\u00ado Magdalena Que se funde en la arena del mar Quiero fundirme yo en ti"", ""Hay amores que se vuelven resistentes a los da\u00c3\u00b1os Como el vino que mejora con los a\u00c3\u00b1os As\u00c3\u00ad crece lo que siento yo por ti"", ""Hay amores que se esperan al invierno y florecen Y en las noches del oto\u00c3\u00b1o reverdecen Tal como el amor que siento yo por ti"", ""Ay, mi bien, no te olvides del mar Que en las noches me ha visto llorar Tantos recuerdos de ti"", ""Ay, mi bien, no te olvides del d\u00c3\u00ada Que separ\u00c3\u00b3 a tu vida De la pobre vida que me toc\u00c3\u00b3 vivir"", ""Hay amores que se vuelven resistentes a los da\u00c3\u00b1os Como el vino que mejora con los a\u00c3\u00b1os As\u00c3\u00ad crece lo que siento yo por ti"", ""Hay amores que parece que se acaban y florecen Y en las noches del oto\u00c3\u00b1o reverdecen Tal como el amor que siento yo por ti"", ""Yo por ti Por ti Como el amor que siento yo por ti"""
278,dreams for plans en portugues   ,"""Once upon a time you and I When we were green and easy Fresh as limes, and happy as a Sunday sky There was nothing we could sell or buy 'Cause all we really needed Was our bare feet and a pair of wings to fly"", ""What do you think, darling? Have we lived too much, too fast? And have you, have you felt the melancholy, darling Wishing the time hadn't passed?"", ""Can you tell me how it used to be? Have we missed our chance? Have we changed our hopes for fears And our dreams for plans?"", ""Can you tell me how it used to be When we really cared? And when love was on our side On our side"", ""I remember all the times before When we could spend our living Staring at the ceiling, lying on the floor My vocabulary wasn't broad I spoke so little English And the word \""stress\"" would sound like something odd"", ""What do you think, darling? Have I lived too much, too fast? And have you, have you felt the melancholy, darling Wishing the time hadn't passed?"", ""Can you tell me how it used to be? Have we missed our chance? Have we changed our hopes for fears And our dreams for plans?"", ""Can you tell me how it used to be When we really cared? And when love was on our side On our side"", ""What is your guess, darling? Have I lived too much, too fast? So if you, if you ever come and find me crying Now you know, now you know why"", ""Can you tell me how I used to be? Have I missed my chance? Have I changed my hopes for fears And my dreams for plans?"", ""Can you tell me how it used to be When we really cared? And when love was on our side On our side"""
279,estoy aqua letras   ,"""Ya s\u00c3\u00a9 que no vendr\u00c3\u00a1s Todo lo que fue El tiempo lo dej\u00c3\u00b3 atr\u00c3\u00a1s S\u00c3\u00a9 que no regresar\u00c3\u00a1s Lo que nos pas\u00c3\u00b3 No repetir\u00c3\u00a1 jam\u00c3\u00a1s Mil a\u00c3\u00b1os no me alcanzar\u00c3\u00a1n Para borrarte y olvidar"", ""Y ahora estoy aqu\u00c3\u00ad Queriendo convertir Los campos en ciudad Mezclando el cielo con el mar S\u00c3\u00a9 que te dej\u00c3\u00a9 escapar S\u00c3\u00a9 que te perd\u00c3\u00ad Nada podr\u00c3\u00a1 ser igual Mil a\u00c3\u00b1os pueden alcanzar Para que puedas perdonar"", ""Estoy aqu\u00c3\u00ad, queri\u00c3\u00a9ndote Ahog\u00c3\u00a1ndome entre fotos y cuadernos Entre cosas y recuerdos que no puedo comprender Estoy enloqueci\u00c3\u00a9ndome Cambi\u00c3\u00a1ndome un pie por la cara m\u00c3\u00ada Esta noche por el d\u00c3\u00ada, \u00c2\u00bfy qu\u00c3\u00a9? Nada le puedo yo hacer"", ""Las cartas que escrib\u00c3\u00ad Nunca las envi\u00c3\u00a9 No querr\u00c3\u00a1s saber de m\u00c3\u00ad No puedo entender Lo tonta que fui Es cuesti\u00c3\u00b3n de tiempo y fe Mil a\u00c3\u00b1os con otros mil m\u00c3\u00a1s Son suficientes para amar"", ""Estoy aqu\u00c3\u00ad, queri\u00c3\u00a9ndote Ahog\u00c3\u00a1ndome entre fotos y cuadernos Entre cosas y recuerdos que no puedo comprender Estoy enloqueci\u00c3\u00a9ndome Cambi\u00c3\u00a1ndome un pie por la cara m\u00c3\u00ada Esta noche por el d\u00c3\u00ada \u00c2\u00bfy qu\u00c3\u00a9?"", ""Estoy aqu\u00c3\u00ad, queri\u00c3\u00a9ndote Ahog\u00c3\u00a1ndome entre fotos y cuadernos Entre cosas y recuerdos que Estoy enloqueci\u00c3\u00a9ndome Cambi\u00c3\u00a1ndome un pie por la cara m\u00c3\u00ada Esta noche por el d\u00c3\u00ada \u00c2\u00bfy qu\u00c3\u00a9?"", ""Si a\u00c3\u00ban piensas algo en m\u00c3\u00ad Sabes que sigo esper\u00c3\u00a1ndote"", ""Estoy aqu\u00c3\u00ad, queri\u00c3\u00a9ndote Ahog\u00c3\u00a1ndome entre fotos y cuadernos Entre cosas y recuerdos que Estoy enloqueci\u00c3\u00a9ndome Cambi\u00c3\u00a1ndome un pie por la cara m\u00c3\u00ada Esta noche por el d\u00c3\u00ada \u00c2\u00bfy qu\u00c3\u00a9?"", ""Estoy aqu\u00c3\u00ad, queri\u00c3\u00a9ndote Ahog\u00c3\u00a1ndome entre fotos y cuadernos Entre cosas y recuerdos que Estoy enloqueci\u00c3\u00a9ndome Cambi\u00c3\u00a1ndome un pie por la cara m\u00c3\u00ada Esta noche por el d\u00c3\u00ada \u00c2\u00bfy qu\u00c3\u00a9?"", ""Estoy aqu\u00c3\u00ad, queri\u00c3\u00a9ndote Estoy enloqueci\u00c3\u00a9ndome Estoy aqu\u00c3\u00ad, queri\u00c3\u00a9ndote Ahog\u00c3\u00a1ndome Enloqueci\u00c3\u00a9ndome Estoy enloqueci\u00c3\u00a9ndome"""
280,la bicicleta en ingles   ,
281,estoy aqui portuguese   ,"""Ya s\u00c3\u00a9 que no vendr\u00c3\u00a1s Todo lo que fue El tiempo lo dej\u00c3\u00b3 atr\u00c3\u00a1s S\u00c3\u00a9 que no regresar\u00c3\u00a1s Lo que nos pas\u00c3\u00b3 No repetir\u00c3\u00a1 jam\u00c3\u00a1s Mil a\u00c3\u00b1os no me alcanzar\u00c3\u00a1n Para borrarte y olvidar"", ""Y ahora estoy aqu\u00c3\u00ad Queriendo convertir Los campos en ciudad Mezclando el cielo con el mar S\u00c3\u00a9 que te dej\u00c3\u00a9 escapar S\u00c3\u00a9 que te perd\u00c3\u00ad Nada podr\u00c3\u00a1 ser igual Mil a\u00c3\u00b1os pueden alcanzar Para que puedas perdonar"", ""Estoy aqu\u00c3\u00ad, queri\u00c3\u00a9ndote Ahog\u00c3\u00a1ndome entre fotos y cuadernos Entre cosas y recuerdos que no puedo comprender Estoy enloqueci\u00c3\u00a9ndome Cambi\u00c3\u00a1ndome un pie por la cara m\u00c3\u00ada Esta noche por el d\u00c3\u00ada, \u00c2\u00bfy qu\u00c3\u00a9? Nada le puedo yo hacer"", ""Las cartas que escrib\u00c3\u00ad Nunca las envi\u00c3\u00a9 No querr\u00c3\u00a1s saber de m\u00c3\u00ad No puedo entender Lo tonta que fui Es cuesti\u00c3\u00b3n de tiempo y fe Mil a\u00c3\u00b1os con otros mil m\u00c3\u00a1s Son suficientes para amar"", ""Estoy aqu\u00c3\u00ad, queri\u00c3\u00a9ndote Ahog\u00c3\u00a1ndome entre fotos y cuadernos Entre cosas y recuerdos que no puedo comprender Estoy enloqueci\u00c3\u00a9ndome Cambi\u00c3\u00a1ndome un pie por la cara m\u00c3\u00ada Esta noche por el d\u00c3\u00ada \u00c2\u00bfy qu\u00c3\u00a9?"", ""Estoy aqu\u00c3\u00ad, queri\u00c3\u00a9ndote Ahog\u00c3\u00a1ndome entre fotos y cuadernos Entre cosas y recuerdos que Estoy enloqueci\u00c3\u00a9ndome Cambi\u00c3\u00a1ndome un pie por la cara m\u00c3\u00ada Esta noche por el d\u00c3\u00ada \u00c2\u00bfy qu\u00c3\u00a9?"", ""Si a\u00c3\u00ban piensas algo en m\u00c3\u00ad Sabes que sigo esper\u00c3\u00a1ndote"", ""Estoy aqu\u00c3\u00ad, queri\u00c3\u00a9ndote Ahog\u00c3\u00a1ndome entre fotos y cuadernos Entre cosas y recuerdos que Estoy enloqueci\u00c3\u00a9ndome Cambi\u00c3\u00a1ndome un pie por la cara m\u00c3\u00ada Esta noche por el d\u00c3\u00ada \u00c2\u00bfy qu\u00c3\u00a9?"", ""Estoy aqu\u00c3\u00ad, queri\u00c3\u00a9ndote Ahog\u00c3\u00a1ndome entre fotos y cuadernos Entre cosas y recuerdos que Estoy enloqueci\u00c3\u00a9ndome Cambi\u00c3\u00a1ndome un pie por la cara m\u00c3\u00ada Esta noche por el d\u00c3\u00ada \u00c2\u00bfy qu\u00c3\u00a9?"", ""Estoy aqu\u00c3\u00ad, queri\u00c3\u00a9ndote Estoy enloqueci\u00c3\u00a9ndome Estoy aqu\u00c3\u00ad, queri\u00c3\u00a9ndote Ahog\u00c3\u00a1ndome Enloqueci\u00c3\u00a9ndome Estoy enloqueci\u00c3\u00a9ndome"""
282,do it again   ,
