,count,Hour,Day,Month,Year,atemp,humidity,temp,windspeed,Day_Name,workingday,holiday,season
2016-09-13 11:00:00-04:00,364,11,13,9,2016,25.69,64.0,25.43,8.8,Tuesday,1,0,3
2016-09-13 12:00:00-04:00,492,12,13,9,2016,28.09,56.99999999999999,27.16,10.34,Tuesday,1,0,3
2016-09-13 13:00:00-04:00,485,13,13,9,2016,29.39,55.00000000000001,28.38,10.45,Tuesday,1,0,3
2016-09-13 14:00:00-04:00,452,14,13,9,2016,30.12,53.0,29.05,10.3,Tuesday,1,0,3
2016-09-13 15:00:00-04:00,549,15,13,9,2016,30.99,51.0,29.84,9.07,Tuesday,1,0,3
2016-09-13 16:00:00-04:00,909,16,13,9,2016,31.26,51.0,30.09,9.53,Tuesday,1,0,3
2016-09-13 17:00:00-04:00,1678,17,13,9,2016,31.06,51.0,29.91,10.48,Tuesday,1,0,3
2016-09-13 18:00:00-04:00,1491,18,13,9,2016,30.76,55.00000000000001,29.32,8.31,Tuesday,1,0,3
2016-09-13 19:00:00-04:00,914,19,13,9,2016,29.68,59.0,28.22,7.79,Tuesday,1,0,3
2016-09-13 20:00:00-04:00,582,20,13,9,2016,28.43,62.0,27.12,5.88,Tuesday,1,0,3
2016-09-13 21:00:00-04:00,497,21,13,9,2016,26.05,67.0,25.68,4.67,Tuesday,1,0,3
2016-09-13 22:00:00-04:00,364,22,13,9,2016,25.05,70.0,24.69,5.26,Tuesday,1,0,3
2016-09-13 23:00:00-04:00,138,23,13,9,2016,24.31,72.0,23.98,5.38,Tuesday,1,0,3
2016-09-14 00:00:00-04:00,67,0,14,9,2016,23.72,73.0,23.43,6.52,Wednesday,1,0,3
2016-09-14 01:00:00-04:00,23,1,14,9,2016,23.14,74.0,22.87,5.76,Wednesday,1,0,3
2016-09-14 02:00:00-04:00,10,2,14,9,2016,22.63,75.0,22.38,4.18,Wednesday,1,0,3
2016-09-14 03:00:00-04:00,9,3,14,9,2016,22.09,78.0,21.82,4.57,Wednesday,1,0,3
2016-09-14 04:00:00-04:00,20,4,14,9,2016,21.57,80.0,21.29,4.35,Wednesday,1,0,3
2016-09-14 05:00:00-04:00,113,5,14,9,2016,21.01,83.0,20.72,3.43,Wednesday,1,0,3
2016-09-14 06:00:00-04:00,434,6,14,9,2016,20.7,84.0,20.42,2.02,Wednesday,1,0,3
2016-09-14 07:00:00-04:00,1148,7,14,9,2016,20.36,84.0,20.1,1.71,Wednesday,1,0,3
2016-09-14 08:00:00-04:00,1248,8,14,9,2016,21.12,84.0,20.79,2.6,Wednesday,1,0,3
2016-09-14 09:00:00-04:00,507,9,14,9,2016,23.36,81.0,22.9,2.33,Wednesday,1,0,3
2016-09-14 10:00:00-04:00,306,10,14,9,2016,26.08,71.0,25.6,3.68,Wednesday,1,0,3
2016-09-14 11:00:00-04:00,366,11,14,9,2016,29.75,57.99999999999999,28.33,3.69,Wednesday,1,0,3
2016-09-14 12:00:00-04:00,519,12,14,9,2016,31.36,45.0,30.76,6.34,Wednesday,1,0,3
2016-09-14 13:00:00-04:00,432,13,14,9,2016,31.56,40.0,31.53,6.78,Wednesday,1,0,3
2016-09-14 14:00:00-04:00,429,14,14,9,2016,31.88,35.0,31.88,5.28,Wednesday,1,0,3
2016-09-14 15:00:00-04:00,542,15,14,9,2016,32.71,31.0,32.71,5.59,Wednesday,1,0,3
2016-09-14 16:00:00-04:00,845,16,14,9,2016,33.24,28.999999999999996,33.24,6.48,Wednesday,1,0,3
2016-09-14 17:00:00-04:00,1565,17,14,9,2016,33.0,28.999999999999996,33.0,4.9,Wednesday,1,0,3
2016-09-14 18:00:00-04:00,1404,18,14,9,2016,32.31,32.0,32.31,3.62,Wednesday,1,0,3
2016-09-14 19:00:00-04:00,1016,19,14,9,2016,30.34,39.0,30.34,1.92,Wednesday,1,0,3
2016-09-14 20:00:00-04:00,633,20,14,9,2016,27.74,50.0,27.34,0.58,Wednesday,1,0,3
2016-09-14 21:00:00-04:00,446,21,14,9,2016,25.58,57.99999999999999,25.48,0.67,Wednesday,1,0,3
2016-09-14 22:00:00-04:00,297,22,14,9,2016,24.74,61.0,24.64,0.69,Wednesday,1,0,3
2016-09-14 23:00:00-04:00,146,23,14,9,2016,24.7,63.0,24.54,5.05,Wednesday,1,0,3
2016-09-15 00:00:00-04:00,57,0,15,9,2016,24.97,65.0,24.74,5.76,Thursday,1,0,3
2016-09-15 01:00:00-04:00,34,1,15,9,2016,24.21,69.0,23.96,5.04,Thursday,1,0,3
2016-09-15 02:00:00-04:00,14,2,15,9,2016,23.55,72.0,23.3,3.58,Thursday,1,0,3
2016-09-15 03:00:00-04:00,7,3,15,9,2016,22.9,73.0,22.67,4.68,Thursday,1,0,3
2016-09-15 04:00:00-04:00,16,4,15,9,2016,22.31,72.0,22.16,5.35,Thursday,1,0,3
2016-09-15 05:00:00-04:00,121,5,15,9,2016,21.58,67.0,21.58,5.6,Thursday,1,0,3
2016-09-15 06:00:00-04:00,384,6,15,9,2016,21.09,64.0,21.09,4.69,Thursday,1,0,3
2016-09-15 07:00:00-04:00,1074,7,15,9,2016,20.61,64.0,20.61,4.57,Thursday,1,0,3
2016-09-15 08:00:00-04:00,1403,8,15,9,2016,20.37,64.0,20.37,6.65,Thursday,1,0,3
2016-09-15 09:00:00-04:00,606,9,15,9,2016,20.69,63.0,20.69,5.54,Thursday,1,0,3
2016-09-15 10:00:00-04:00,368,10,15,9,2016,21.19,62.0,21.19,6.5,Thursday,1,0,3
2016-09-15 11:00:00-04:00,425,11,15,9,2016,21.91,61.0,21.91,5.37,Thursday,1,0,3
2016-09-15 12:00:00-04:00,533,12,15,9,2016,22.57,60.0,22.57,6.42,Thursday,1,0,3
2016-09-15 13:00:00-04:00,475,13,15,9,2016,23.06,60.0,23.06,5.06,Thursday,1,0,3
2016-09-15 14:00:00-04:00,506,14,15,9,2016,23.45,59.0,23.45,3.32,Thursday,1,0,3
2016-09-15 15:00:00-04:00,639,15,15,9,2016,24.02,57.99999999999999,24.02,4.11,Thursday,1,0,3
2016-09-15 16:00:00-04:00,1039,16,15,9,2016,23.9,59.0,23.9,4.93,Thursday,1,0,3
2016-09-15 17:00:00-04:00,1642,17,15,9,2016,23.61,60.0,23.61,4.02,Thursday,1,0,3
2016-09-15 18:00:00-04:00,1476,18,15,9,2016,23.07,62.0,23.07,4.89,Thursday,1,0,3
2016-09-15 19:00:00-04:00,916,19,15,9,2016,22.39,64.0,22.39,2.72,Thursday,1,0,3
2016-09-15 20:00:00-04:00,636,20,15,9,2016,21.85,67.0,21.85,1.68,Thursday,1,0,3
2016-09-15 21:00:00-04:00,456,21,15,9,2016,21.55,68.0,21.55,1.97,Thursday,1,0,3
2016-09-15 22:00:00-04:00,271,22,15,9,2016,21.15,69.0,21.15,1.63,Thursday,1,0,3
2016-09-15 23:00:00-04:00,175,23,15,9,2016,20.62,72.0,20.61,3.81,Thursday,1,0,3
2016-09-16 00:00:00-04:00,82,0,16,9,2016,20.0,76.0,19.97,3.72,Friday,1,0,3
2016-09-16 01:00:00-04:00,38,1,16,9,2016,19.44,77.0,19.43,1.9,Friday,1,0,3
2016-09-16 02:00:00-04:00,38,2,16,9,2016,18.98,78.0,18.98,1.87,Friday,1,0,3
2016-09-16 03:00:00-04:00,17,3,16,9,2016,18.58,79.0,18.58,1.09,Friday,1,0,3
2016-09-16 04:00:00-04:00,16,4,16,9,2016,18.29,80.0,18.29,2.07,Friday,1,0,3
2016-09-16 05:00:00-04:00,106,5,16,9,2016,18.19,80.0,18.19,1.53,Friday,1,0,3
2016-09-16 06:00:00-04:00,318,6,16,9,2016,18.29,80.0,18.29,0.99,Friday,1,0,3
2016-09-16 07:00:00-04:00,964,7,16,9,2016,18.54,78.0,18.54,2.08,Friday,1,0,3
2016-09-16 08:00:00-04:00,1258,8,16,9,2016,18.94,78.0,18.94,2.22,Friday,1,0,3
2016-09-16 09:00:00-04:00,559,9,16,9,2016,19.57,76.0,19.57,2.96,Friday,1,0,3
2016-09-16 10:00:00-04:00,422,10,16,9,2016,20.42,71.0,20.42,3.92,Friday,1,0,3
2016-09-16 11:00:00-04:00,546,11,16,9,2016,21.76,63.0,21.76,3.7,Friday,1,0,3
2016-09-16 12:00:00-04:00,628,12,16,9,2016,23.06,59.0,23.06,3.16,Friday,1,0,3
2016-09-16 13:00:00-04:00,636,13,16,9,2016,23.65,56.00000000000001,23.65,4.56,Friday,1,0,3
2016-09-16 14:00:00-04:00,639,14,16,9,2016,24.1,53.0,24.1,4.45,Friday,1,0,3
2016-09-16 15:00:00-04:00,761,15,16,9,2016,24.53,51.0,24.53,4.9,Friday,1,0,3
2016-09-16 16:00:00-04:00,1074,16,16,9,2016,24.88,49.0,24.88,6.24,Friday,1,0,3
2016-09-16 17:00:00-04:00,1674,17,16,9,2016,24.59,51.0,24.59,5.86,Friday,1,0,3
2016-09-16 18:00:00-04:00,1222,18,16,9,2016,23.86,56.00000000000001,23.86,4.81,Friday,1,0,3
2016-09-16 19:00:00-04:00,787,19,16,9,2016,23.08,59.0,23.08,4.85,Friday,1,0,3
2016-09-16 20:00:00-04:00,506,20,16,9,2016,22.65,62.0,22.65,2.94,Friday,1,0,3
2016-09-16 21:00:00-04:00,375,21,16,9,2016,22.41,64.0,22.41,2.56,Friday,1,0,3
2016-09-16 22:00:00-04:00,300,22,16,9,2016,22.15,65.0,22.15,3.47,Friday,1,0,3
2016-09-16 23:00:00-04:00,245,23,16,9,2016,21.62,70.0,21.59,4.51,Friday,1,0,3
2016-09-17 00:00:00-04:00,187,0,17,9,2016,21.11,73.0,21.04,3.93,Saturday,0,1,3
2016-09-17 01:00:00-04:00,124,1,17,9,2016,20.62,76.0,20.54,3.32,Saturday,0,1,3
2016-09-17 02:00:00-04:00,95,2,17,9,2016,20.47,77.0,20.37,2.94,Saturday,0,1,3
2016-09-17 03:00:00-04:00,55,3,17,9,2016,20.22,77.0,20.13,3.47,Saturday,0,1,3
2016-09-17 04:00:00-04:00,20,4,17,9,2016,20.08,78.0,19.98,3.99,Saturday,0,1,3
2016-09-17 05:00:00-04:00,25,5,17,9,2016,19.91,79.0,19.8,4.08,Saturday,0,1,3
2016-09-17 06:00:00-04:00,48,6,17,9,2016,20.0,80.0,19.87,2.81,Saturday,0,1,3
2016-09-17 07:00:00-04:00,190,7,17,9,2016,20.05,81.0,19.9,2.47,Saturday,0,1,3
2016-09-17 08:00:00-04:00,352,8,17,9,2016,20.24,81.0,20.05,2.42,Saturday,0,1,3
2016-09-17 09:00:00-04:00,639,9,17,9,2016,20.9,81.0,20.65,3.24,Saturday,0,1,3
2016-09-17 10:00:00-04:00,868,10,17,9,2016,21.93,79.0,21.65,4.74,Saturday,0,1,3
2016-09-17 11:00:00-04:00,1041,11,17,9,2016,23.25,73.0,22.99,5.65,Saturday,0,1,3
2016-09-17 12:00:00-04:00,1105,12,17,9,2016,24.69,69.0,24.4,6.45,Saturday,0,1,3
2016-09-17 13:00:00-04:00,1101,13,17,9,2016,26.02,66.0,25.67,7.57,Saturday,0,1,3
2016-09-17 14:00:00-04:00,1007,14,17,9,2016,27.89,62.0,26.72,8.23,Saturday,0,1,3
2016-09-17 15:00:00-04:00,1043,15,17,9,2016,27.88,62.0,26.73,7.08,Saturday,0,1,3
2016-09-17 16:00:00-04:00,1005,16,17,9,2016,27.77,63.0,26.61,6.34,Saturday,0,1,3
2016-09-17 17:00:00-04:00,989,17,17,9,2016,28.03,63.0,26.81,5.33,Saturday,0,1,3
2016-09-17 18:00:00-04:00,878,18,17,9,2016,27.98,63.0,26.76,5.91,Saturday,0,1,3
2016-09-17 19:00:00-04:00,732,19,17,9,2016,26.41,65.0,26.04,4.11,Saturday,0,1,3
2016-09-17 20:00:00-04:00,501,20,17,9,2016,25.06,69.0,24.72,4.25,Saturday,0,1,3
2016-09-17 21:00:00-04:00,395,21,17,9,2016,24.29,72.0,23.95,4.18,Saturday,0,1,3
2016-09-17 22:00:00-04:00,257,22,17,9,2016,23.87,76.0,23.48,5.23,Saturday,0,1,3
2016-09-17 23:00:00-04:00,245,23,17,9,2016,23.65,78.0,23.22,5.56,Saturday,0,1,3
2016-09-18 00:00:00-04:00,206,0,18,9,2016,23.33,81.0,22.87,5.38,Sunday,0,1,3
2016-09-18 01:00:00-04:00,153,1,18,9,2016,23.02,82.0,22.55,6.67,Sunday,0,1,3
2016-09-18 02:00:00-04:00,105,2,18,9,2016,22.81,84.0,22.34,5.28,Sunday,0,1,3
2016-09-18 03:00:00-04:00,53,3,18,9,2016,22.32,86.0,21.84,4.42,Sunday,0,1,3
2016-09-18 04:00:00-04:00,17,4,18,9,2016,22.12,87.0,21.63,3.78,Sunday,0,1,3
2016-09-18 05:00:00-04:00,41,5,18,9,2016,22.13,88.0,21.62,4.96,Sunday,0,1,3
2016-09-18 06:00:00-04:00,121,6,18,9,2016,22.04,89.0,21.51,3.6,Sunday,0,1,3
2016-09-18 07:00:00-04:00,135,7,18,9,2016,22.14,90.0,21.59,3.42,Sunday,0,1,3
2016-09-18 08:00:00-04:00,322,8,18,9,2016,22.57,90.0,21.96,4.73,Sunday,0,1,3
2016-09-18 09:00:00-04:00,522,9,18,9,2016,23.32,89.0,22.68,5.79,Sunday,0,1,3
2016-09-18 10:00:00-04:00,845,10,18,9,2016,24.81,85.0,24.12,6.44,Sunday,0,1,3
2016-09-18 11:00:00-04:00,941,11,18,9,2016,26.42,79.0,25.73,6.99,Sunday,0,1,3
2016-09-18 12:00:00-04:00,986,12,18,9,2016,28.69,75.0,26.71,7.2,Sunday,0,1,3
2016-09-18 13:00:00-04:00,1005,13,18,9,2016,31.56,65.0,28.85,6.07,Sunday,0,1,3
2016-09-18 14:00:00-04:00,968,14,18,9,2016,31.94,59.0,29.64,7.87,Sunday,0,1,3
2016-09-18 15:00:00-04:00,923,15,18,9,2016,32.16,56.00000000000001,30.09,7.05,Sunday,0,1,3
2016-09-18 16:00:00-04:00,816,16,18,9,2016,31.59,57.99999999999999,29.48,5.04,Sunday,0,1,3
2016-09-18 17:00:00-04:00,806,17,18,9,2016,31.92,60.0,29.55,5.24,Sunday,0,1,3
2016-09-18 18:00:00-04:00,847,18,18,9,2016,31.34,63.0,28.93,3.79,Sunday,0,1,3
2016-09-18 19:00:00-04:00,598,19,18,9,2016,30.1,67.0,27.87,2.79,Sunday,0,1,3
2016-09-18 20:00:00-04:00,380,20,18,9,2016,29.11,71.0,27.08,4.35,Sunday,0,1,3
2016-09-18 21:00:00-04:00,248,21,18,9,2016,28.22,74.0,26.45,5.88,Sunday,0,1,3
2016-09-18 22:00:00-04:00,197,22,18,9,2016,26.62,78.0,25.93,6.1,Sunday,0,1,3
2016-09-18 23:00:00-04:00,112,23,18,9,2016,26.36,81.0,25.63,5.01,Sunday,0,1,3
2016-09-19 00:00:00-04:00,48,0,19,9,2016,26.14,83.0,25.39,3.73,Monday,1,0,3
2016-09-19 01:00:00-04:00,25,1,19,9,2016,25.72,85.0,24.96,3.22,Monday,1,0,3
2016-09-19 02:00:00-04:00,8,2,19,9,2016,25.48,86.0,24.71,2.58,Monday,1,0,3
2016-09-19 03:00:00-04:00,8,3,19,9,2016,25.59,87.0,24.78,3.34,Monday,1,0,3
2016-09-19 04:00:00-04:00,14,4,19,9,2016,25.39,89.0,24.57,3.2,Monday,1,0,3
2016-09-19 05:00:00-04:00,89,5,19,9,2016,25.32,89.0,24.48,2.3,Monday,1,0,3
2016-09-19 06:00:00-04:00,264,6,19,9,2016,25.28,89.0,24.46,1.27,Monday,1,0,3
2016-09-19 07:00:00-04:00,840,7,19,9,2016,24.89,90.0,24.08,1.58,Monday,1,0,3
2016-09-19 08:00:00-04:00,1176,8,19,9,2016,24.69,88.0,23.95,2.86,Monday,1,0,3
2016-09-19 09:00:00-04:00,344,9,19,9,2016,24.85,87.0,24.12,3.76,Monday,1,0,3
2016-09-19 10:00:00-04:00,82,10,19,9,2016,24.08,89.0,23.37,4.56,Monday,1,0,3
2016-09-19 11:00:00-04:00,66,11,19,9,2016,23.37,91.0,22.67,1.31,Monday,1,0,3
2016-09-19 12:00:00-04:00,64,12,19,9,2016,23.07,92.0,22.39,2.53,Monday,1,0,3
2016-09-19 13:00:00-04:00,113,13,19,9,2016,23.07,92.0,22.38,3.16,Monday,1,0,3
2016-09-19 14:00:00-04:00,93,14,19,9,2016,23.29,91.0,22.58,2.05,Monday,1,0,3
2016-09-19 15:00:00-04:00,246,15,19,9,2016,23.42,92.0,22.69,2.13,Monday,1,0,3
2016-09-19 16:00:00-04:00,627,16,19,9,2016,23.78,91.0,23.04,2.7,Monday,1,0,3
2016-09-19 17:00:00-04:00,1308,17,19,9,2016,23.84,91.0,23.11,3.29,Monday,1,0,3
2016-09-19 18:00:00-04:00,1239,18,19,9,2016,23.75,90.0,23.03,1.61,Monday,1,0,3
2016-09-19 19:00:00-04:00,733,19,19,9,2016,23.5,91.0,22.8,1.68,Monday,1,0,3
2016-09-19 20:00:00-04:00,466,20,19,9,2016,23.18,91.0,22.5,1.85,Monday,1,0,3
2016-09-19 21:00:00-04:00,313,21,19,9,2016,22.83,91.0,22.18,1.48,Monday,1,0,3
2016-09-19 22:00:00-04:00,201,22,19,9,2016,22.54,91.0,21.92,2.39,Monday,1,0,3
2016-09-19 23:00:00-04:00,97,23,19,9,2016,22.35,91.0,21.74,4.0,Monday,1,0,3
2016-09-20 00:00:00-04:00,50,0,20,9,2016,22.16,91.0,21.56,2.25,Tuesday,1,0,3
2016-09-20 01:00:00-04:00,21,1,20,9,2016,21.9,91.0,21.33,1.13,Tuesday,1,0,3
2016-09-20 02:00:00-04:00,8,2,20,9,2016,21.65,91.0,21.11,1.85,Tuesday,1,0,3
2016-09-20 03:00:00-04:00,5,3,20,9,2016,21.49,91.0,20.97,2.06,Tuesday,1,0,3
2016-09-20 04:00:00-04:00,12,4,20,9,2016,21.37,91.0,20.85,1.4,Tuesday,1,0,3
2016-09-20 05:00:00-04:00,104,5,20,9,2016,20.99,91.0,20.49,2.73,Tuesday,1,0,3
2016-09-20 06:00:00-04:00,391,6,20,9,2016,20.94,91.0,20.46,2.99,Tuesday,1,0,3
2016-09-20 07:00:00-04:00,1043,7,20,9,2016,20.85,91.0,20.38,3.33,Tuesday,1,0,3
2016-09-20 08:00:00-04:00,1367,8,20,9,2016,20.92,91.0,20.45,4.29,Tuesday,1,0,3
2016-09-20 09:00:00-04:00,592,9,20,9,2016,21.23,91.0,20.73,5.47,Tuesday,1,0,3
2016-09-20 10:00:00-04:00,371,10,20,9,2016,21.93,90.0,21.39,4.53,Tuesday,1,0,3
2016-09-20 11:00:00-04:00,382,11,20,9,2016,23.22,86.0,22.65,5.16,Tuesday,1,0,3
2016-09-20 12:00:00-04:00,540,12,20,9,2016,24.4,81.0,23.85,5.91,Tuesday,1,0,3
2016-09-20 13:00:00-04:00,537,13,20,9,2016,25.52,76.0,24.99,5.62,Tuesday,1,0,3
2016-09-20 14:00:00-04:00,452,14,20,9,2016,26.09,73.0,25.56,4.48,Tuesday,1,0,3
2016-09-20 15:00:00-04:00,560,15,20,9,2016,26.41,72.0,25.88,4.26,Tuesday,1,0,3
2016-09-20 16:00:00-04:00,875,16,20,9,2016,26.42,72.0,25.9,3.28,Tuesday,1,0,3
2016-09-20 17:00:00-04:00,1648,17,20,9,2016,26.33,72.0,25.81,3.11,Tuesday,1,0,3
2016-09-20 18:00:00-04:00,1440,18,20,9,2016,25.97,75.0,25.42,3.04,Tuesday,1,0,3
2016-09-20 19:00:00-04:00,882,19,20,9,2016,25.35,77.0,24.81,2.13,Tuesday,1,0,3
2016-09-20 20:00:00-04:00,580,20,20,9,2016,24.37,80.0,23.85,1.61,Tuesday,1,0,3
2016-09-20 21:00:00-04:00,422,21,20,9,2016,23.72,82.0,23.19,1.53,Tuesday,1,0,3
2016-09-20 22:00:00-04:00,255,22,20,9,2016,23.31,84.0,22.78,2.56,Tuesday,1,0,3
2016-09-20 23:00:00-04:00,93,23,20,9,2016,22.77,86.0,22.25,1.23,Tuesday,1,0,3
2016-09-21 00:00:00-04:00,42,0,21,9,2016,22.69,87.0,22.15,1.47,Wednesday,1,0,3
2016-09-21 01:00:00-04:00,18,1,21,9,2016,22.28,88.0,21.75,1.73,Wednesday,1,0,3
2016-09-21 02:00:00-04:00,8,2,21,9,2016,22.18,88.0,21.65,1.22,Wednesday,1,0,3
2016-09-21 03:00:00-04:00,4,3,21,9,2016,22.13,89.0,21.61,1.43,Wednesday,1,0,3
2016-09-21 04:00:00-04:00,15,4,21,9,2016,22.08,88.0,21.57,2.22,Wednesday,1,0,3
2016-09-21 05:00:00-04:00,152,5,21,9,2016,21.92,87.0,21.44,1.59,Wednesday,1,0,3
2016-09-21 06:00:00-04:00,404,6,21,9,2016,21.51,87.0,21.08,1.72,Wednesday,1,0,3
2016-09-21 07:00:00-04:00,1060,7,21,9,2016,21.28,86.0,20.89,2.59,Wednesday,1,0,3
2016-09-21 08:00:00-04:00,1338,8,21,9,2016,21.1,86.0,20.72,3.02,Wednesday,1,0,3
2016-09-21 09:00:00-04:00,569,9,21,9,2016,21.83,85.0,21.4,3.94,Wednesday,1,0,3
2016-09-21 10:00:00-04:00,342,10,21,9,2016,23.44,80.0,22.99,2.67,Wednesday,1,0,3
2016-09-21 11:00:00-04:00,404,11,21,9,2016,24.66,75.0,24.22,4.6,Wednesday,1,0,3
2016-09-21 12:00:00-04:00,516,12,21,9,2016,26.24,69.0,25.82,4.45,Wednesday,1,0,3
2016-09-21 13:00:00-04:00,401,13,21,9,2016,27.85,64.0,26.62,5.41,Wednesday,1,0,3
2016-09-21 14:00:00-04:00,476,14,21,9,2016,28.34,62.0,27.1,4.92,Wednesday,1,0,3
2016-09-21 15:00:00-04:00,536,15,21,9,2016,28.58,61.0,27.33,5.07,Wednesday,1,0,3
2016-09-21 16:00:00-04:00,874,16,21,9,2016,28.7,61.0,27.44,4.12,Wednesday,1,0,3
2016-09-21 17:00:00-04:00,1599,17,21,9,2016,28.32,63.0,27.01,3.82,Wednesday,1,0,3
2016-09-21 18:00:00-04:00,1357,18,21,9,2016,27.72,66.0,26.45,3.81,Wednesday,1,0,3
2016-09-21 19:00:00-04:00,877,19,21,9,2016,25.98,68.0,25.6,1.86,Wednesday,1,0,3
2016-09-21 20:00:00-04:00,642,20,21,9,2016,24.99,71.0,24.62,3.01,Wednesday,1,0,3
2016-09-21 21:00:00-04:00,459,21,21,9,2016,23.93,75.0,23.57,2.12,Wednesday,1,0,3
2016-09-21 22:00:00-04:00,252,22,21,9,2016,23.5,77.0,23.13,2.33,Wednesday,1,0,3
2016-09-21 23:00:00-04:00,144,23,21,9,2016,23.0,79.0,22.62,2.6,Wednesday,1,0,3
2016-09-22 00:00:00-04:00,43,0,22,9,2016,22.54,80.0,22.18,2.09,Thursday,1,0,3
2016-09-22 01:00:00-04:00,21,1,22,9,2016,21.76,81.0,21.45,1.15,Thursday,1,0,3
2016-09-22 02:00:00-04:00,16,2,22,9,2016,20.73,83.0,20.45,1.97,Thursday,1,0,3
2016-09-22 03:00:00-04:00,8,3,22,9,2016,20.38,83.0,20.14,2.49,Thursday,1,0,3
2016-09-22 04:00:00-04:00,13,4,22,9,2016,19.76,85.0,19.53,3.07,Thursday,1,0,3
2016-09-22 05:00:00-04:00,101,5,22,9,2016,19.3,85.0,19.11,2.04,Thursday,1,0,3
2016-09-22 06:00:00-04:00,376,6,22,9,2016,18.8,84.0,18.68,2.58,Thursday,1,0,3
2016-09-22 07:00:00-04:00,990,7,22,9,2016,18.23,84.0,18.17,3.31,Thursday,1,0,3
2016-09-22 08:00:00-04:00,1340,8,22,9,2016,18.51,82.0,18.47,2.6,Thursday,1,0,3
2016-09-22 09:00:00-04:00,604,9,22,9,2016,20.85,75.0,20.76,3.31,Thursday,1,0,3
2016-09-22 10:00:00-04:00,375,10,22,9,2016,23.61,63.0,23.56,3.62,Thursday,1,0,3
2016-09-22 11:00:00-04:00,426,11,22,9,2016,25.4,56.00000000000001,25.35,4.39,Thursday,1,0,3
2016-09-22 12:00:00-04:00,524,12,22,9,2016,27.41,52.0,26.88,3.93,Thursday,1,0,3
2016-09-22 13:00:00-04:00,483,13,22,9,2016,28.36,48.0,28.09,5.29,Thursday,1,0,3
2016-09-22 14:00:00-04:00,472,14,22,9,2016,28.98,45.0,28.93,5.14,Thursday,1,0,3
2016-09-22 15:00:00-04:00,554,15,22,9,2016,29.34,43.0,29.34,3.54,Thursday,1,0,3
2016-09-22 16:00:00-04:00,915,16,22,9,2016,29.46,42.0,29.46,4.92,Thursday,1,0,3
2016-09-22 17:00:00-04:00,1652,17,22,9,2016,29.1,44.0,29.1,3.96,Thursday,1,0,3
2016-09-22 18:00:00-04:00,1455,18,22,9,2016,28.65,48.0,28.37,3.38,Thursday,1,0,3
2016-09-22 19:00:00-04:00,919,19,22,9,2016,27.26,54.0,26.57,2.27,Thursday,1,0,3
2016-09-22 20:00:00-04:00,569,20,22,9,2016,24.72,62.0,24.58,1.37,Thursday,1,0,3
2016-09-22 21:00:00-04:00,409,21,22,9,2016,23.16,68.0,23.02,0.94,Thursday,1,0,3
2016-09-22 22:00:00-04:00,280,22,22,9,2016,21.88,73.0,21.74,0.25,Thursday,1,0,3
2016-09-22 23:00:00-04:00,185,23,22,9,2016,20.89,77.0,20.76,1.27,Thursday,1,0,3
2016-09-23 00:00:00-04:00,80,0,23,9,2016,20.28,79.0,20.15,0.64,Friday,1,0,3
2016-09-23 01:00:00-04:00,45,1,23,9,2016,19.67,82.0,19.53,0.69,Friday,1,0,3
2016-09-23 02:00:00-04:00,23,2,23,9,2016,19.07,83.0,18.94,0.38,Friday,1,0,3
2016-09-23 03:00:00-04:00,9,3,23,9,2016,18.5,85.0,18.39,0.93,Friday,1,0,3
2016-09-23 04:00:00-04:00,20,4,23,9,2016,17.98,86.0,17.89,1.41,Friday,1,0,3
2016-09-23 05:00:00-04:00,108,5,23,9,2016,17.65,86.0,17.59,0.77,Friday,1,0,3
2016-09-23 06:00:00-04:00,343,6,23,9,2016,17.28,86.0,17.25,0.65,Friday,1,0,3
2016-09-23 07:00:00-04:00,898,7,23,9,2016,16.95,87.0,16.94,0.49,Friday,1,0,3
2016-09-23 08:00:00-04:00,1211,8,23,9,2016,17.83,86.0,17.75,1.29,Friday,1,0,3
2016-09-23 09:00:00-04:00,601,9,23,9,2016,20.99,80.0,20.76,1.81,Friday,1,0,3
2016-09-23 10:00:00-04:00,400,10,23,9,2016,23.67,73.0,23.37,1.59,Friday,1,0,3
2016-09-23 11:00:00-04:00,522,11,23,9,2016,25.91,62.0,25.66,1.34,Friday,1,0,3
2016-09-23 12:00:00-04:00,584,12,23,9,2016,28.02,56.00000000000001,27.21,2.47,Friday,1,0,3
2016-09-23 13:00:00-04:00,596,13,23,9,2016,29.18,49.0,28.75,2.91,Friday,1,0,3
2016-09-23 14:00:00-04:00,587,14,23,9,2016,29.87,44.0,29.73,3.73,Friday,1,0,3
2016-09-23 15:00:00-04:00,684,15,23,9,2016,30.95,41.0,30.94,4.18,Friday,1,0,3
2016-09-23 16:00:00-04:00,1053,16,23,9,2016,31.25,40.0,31.21,3.87,Friday,1,0,3
2016-09-23 17:00:00-04:00,1826,17,23,9,2016,31.41,41.0,31.24,4.64,Friday,1,0,3
2016-09-23 18:00:00-04:00,1346,18,23,9,2016,30.33,47.0,29.76,5.15,Friday,1,0,3
2016-09-23 19:00:00-04:00,810,19,23,9,2016,28.84,55.00000000000001,27.9,3.15,Friday,1,0,3
2016-09-23 20:00:00-04:00,548,20,23,9,2016,26.56,62.0,26.26,2.21,Friday,1,0,3
2016-09-23 21:00:00-04:00,423,21,23,9,2016,25.44,69.0,25.08,1.25,Friday,1,0,3
